"Area name","Area code","Area type","Specimen date","Daily lab-confirmed cases","Cumulative lab-confirmed cases"
"Dudley","E08000027","Upper tier local authority","2020-04-06",18,367
"Ealing","E09000009","Upper tier local authority","2020-04-06",30,582
"East Riding of Yorkshire","E06000011","Upper tier local authority","2020-04-06",20,149
"East Sussex","E10000011","Upper tier local authority","2020-04-06",19,245
"Enfield","E09000010","Upper tier local authority","2020-04-06",24,412
"Essex","E10000012","Upper tier local authority","2020-04-06",97,1230
"Gateshead","E08000037","Upper tier local authority","2020-04-06",42,271
"Gloucestershire","E10000013","Upper tier local authority","2020-04-06",36,446
"Greenwich","E09000011","Upper tier local authority","2020-04-06",35,393
"Hackney","E09000012","Upper tier local authority","2020-04-06",23,413
"Halton","E06000006","Upper tier local authority","2020-04-06",24,148
"Hammersmith and Fulham","E09000013","Upper tier local authority","2020-04-06",15,319
"Hampshire","E10000014","Upper tier local authority","2020-04-06",102,1273
"Haringey","E09000014","Upper tier local authority","2020-04-06",8,330
"Harrow","E09000015","Upper tier local authority","2020-04-06",25,541
"Hartlepool","E06000001","Upper tier local authority","2020-04-06",9,48
"Havering","E09000016","Upper tier local authority","2020-04-06",22,331
"Herefordshire, County of","E06000019","Upper tier local authority","2020-04-06",11,83
"Hertfordshire","E10000015","Upper tier local authority","2020-04-06",89,1158
"Hillingdon","E09000017","Upper tier local authority","2020-04-06",23,413
"Hounslow","E09000018","Upper tier local authority","2020-04-06",17,397
"Isle of Wight","E06000046","Upper tier local authority","2020-04-06",4,37
"Islington","E09000019","Upper tier local authority","2020-04-06",7,283
"Kensington and Chelsea","E09000020","Upper tier local authority","2020-04-06",11,296
"Kent","E10000016","Upper tier local authority","2020-04-06",142,1200
"Kingston upon Hull, City of","E06000010","Upper tier local authority","2020-04-06",15,71
"Kingston upon Thames","E09000021","Upper tier local authority","2020-04-06",13,229
"Kirklees","E08000034","Upper tier local authority","2020-04-06",28,249
"Knowsley","E08000011","Upper tier local authority","2020-04-06",31,222
"Lambeth","E09000022","Upper tier local authority","2020-04-06",40,760
"Lancashire","E10000017","Upper tier local authority","2020-04-06",111,1160
"Leeds","E08000035","Upper tier local authority","2020-04-06",49,437
"Leicester","E06000016","Upper tier local authority","2020-04-06",26,278
"Leicestershire","E10000018","Upper tier local authority","2020-04-06",31,424
"Lewisham","E09000023","Upper tier local authority","2020-04-06",44,588
"Lincolnshire","E10000019","Upper tier local authority","2020-04-06",37,360
"Liverpool","E08000012","Upper tier local authority","2020-04-06",51,648
"Luton","E06000032","Upper tier local authority","2020-04-06",28,264
"Manchester","E08000003","Upper tier local authority","2020-04-06",68,464
"Medway","E06000035","Upper tier local authority","2020-04-06",30,281
"Merton","E09000024","Upper tier local authority","2020-04-06",36,424
"Middlesbrough","E06000002","Upper tier local authority","2020-04-06",17,209
"Milton Keynes","E06000042","Upper tier local authority","2020-04-06",19,237
"Newcastle upon Tyne","E08000021","Upper tier local authority","2020-04-06",39,430
"Newham","E09000025","Upper tier local authority","2020-04-06",39,606
"Norfolk","E10000020","Upper tier local authority","2020-04-06",47,434
"North East Lincolnshire","E06000012","Upper tier local authority","2020-04-06",6,58
"North Lincolnshire","E06000013","Upper tier local authority","2020-04-06",7,70
"North Somerset","E06000024","Upper tier local authority","2020-04-06",6,93
"North Tyneside","E08000022","Upper tier local authority","2020-04-06",32,230
"North Yorkshire","E10000023","Upper tier local authority","2020-04-06",30,346
"Northamptonshire","E10000021","Upper tier local authority","2020-04-06",43,590
"Northumberland","E06000057","Upper tier local authority","2020-04-06",28,257
"Nottingham","E06000018","Upper tier local authority","2020-04-06",21,232
"Nottinghamshire","E10000024","Upper tier local authority","2020-04-06",30,525
"Oldham","E08000004","Upper tier local authority","2020-04-06",19,261
"Oxfordshire","E10000025","Upper tier local authority","2020-04-06",47,647
"Peterborough","E06000031","Upper tier local authority","2020-04-06",8,88
"Plymouth","E06000026","Upper tier local authority","2020-04-06",5,108
"Portsmouth","E06000044","Upper tier local authority","2020-04-06",10,132
"Reading","E06000038","Upper tier local authority","2020-04-06",3,136
"Redbridge","E09000026","Upper tier local authority","2020-04-06",26,380
"Redcar and Cleveland","E06000003","Upper tier local authority","2020-04-06",9,128
"Richmond upon Thames","E09000027","Upper tier local authority","2020-04-06",11,238
"Rochdale","E08000005","Upper tier local authority","2020-04-06",10,206
"Rotherham","E08000018","Upper tier local authority","2020-04-06",8,267
"Salford","E08000006","Upper tier local authority","2020-04-06",28,304
"Sandwell","E08000028","Upper tier local authority","2020-04-06",23,443
"Sefton","E08000014","Upper tier local authority","2020-04-06",35,351
"Sheffield","E08000019","Upper tier local authority","2020-04-06",64,1096
"Shropshire","E06000051","Upper tier local authority","2020-04-06",11,190
"Slough","E06000039","Upper tier local authority","2020-04-06",9,181
"Solihull","E08000029","Upper tier local authority","2020-04-06",12,273
"Somerset","E10000027","Upper tier local authority","2020-04-06",16,151
"South Gloucestershire","E06000025","Upper tier local authority","2020-04-06",9,155
"South Tyneside","E08000023","Upper tier local authority","2020-04-06",23,149
"Southampton","E06000045","Upper tier local authority","2020-04-06",9,197
"Southend-on-Sea","E06000033","Upper tier local authority","2020-04-06",19,178
"Southwark","E09000028","Upper tier local authority","2020-04-06",39,783
"St. Helens","E08000013","Upper tier local authority","2020-04-06",23,294
"Staffordshire","E10000028","Upper tier local authority","2020-04-06",40,692
"Stockport","E08000007","Upper tier local authority","2020-04-06",42,346
"Stockton-on-Tees","E06000004","Upper tier local authority","2020-04-06",9,146
"Stoke-on-Trent","E06000021","Upper tier local authority","2020-04-06",4,125
"Suffolk","E10000029","Upper tier local authority","2020-04-06",29,348
"Sunderland","E08000024","Upper tier local authority","2020-04-06",60,447
"Surrey","E10000030","Upper tier local authority","2020-04-06",84,1198
"Sutton","E09000029","Upper tier local authority","2020-04-06",24,335
"Swindon","E06000030","Upper tier local authority","2020-04-06",8,103
"Tameside","E08000008","Upper tier local authority","2020-04-06",28,219
"Telford and Wrekin","E06000020","Upper tier local authority","2020-04-06",3,105
"Thurrock","E06000034","Upper tier local authority","2020-04-06",7,149
"Torbay","E06000027","Upper tier local authority","2020-04-06",2,63
"Tower Hamlets","E09000030","Upper tier local authority","2020-04-06",25,406
"Trafford","E08000009","Upper tier local authority","2020-04-06",22,284
"Wakefield","E08000036","Upper tier local authority","2020-04-06",24,234
"Walsall","E08000030","Upper tier local authority","2020-04-06",33,460
"Waltham Forest","E09000031","Upper tier local authority","2020-04-06",25,443
"Wandsworth","E09000032","Upper tier local authority","2020-04-06",33,630
"Warrington","E06000007","Upper tier local authority","2020-04-06",31,215
"Warwickshire","E10000031","Upper tier local authority","2020-04-06",37,523
"West Berkshire","E06000037","Upper tier local authority","2020-04-06",6,125
"West Sussex","E10000032","Upper tier local authority","2020-04-06",45,460
"Westminster","E09000033","Upper tier local authority","2020-04-06",10,426
"Wigan","E08000010","Upper tier local authority","2020-04-06",17,230
"Wiltshire","E06000054","Upper tier local authority","2020-04-06",13,193
"Windsor and Maidenhead","E06000040","Upper tier local authority","2020-04-06",3,122
"Wirral","E08000015","Upper tier local authority","2020-04-06",46,367
"Wokingham","E06000041","Upper tier local authority","2020-04-06",6,133
"Wolverhampton","E08000031","Upper tier local authority","2020-04-06",22,358
"Worcestershire","E10000034","Upper tier local authority","2020-04-06",36,498
"York","E06000014","Upper tier local authority","2020-04-06",10,88
"England","E92000001","Country","2020-04-05",3020,50843
"West Midlands","E12000005","Region","2020-04-05",268,5676
"East of England","E12000006","Region","2020-04-05",280,4156
"North West","E12000002","Region","2020-04-05",616,7101
"East Midlands","E12000004","Region","2020-04-05",148,3101
"South West","E12000009","Region","2020-04-05",154,2262
"London","E12000007","Region","2020-04-05",602,14220
"Yorkshire and The Humber","E12000003","Region","2020-04-05",219,3583
"North East","E12000001","Region","2020-04-05",222,2434
"South East","E12000008","Region","2020-04-05",420,6659
"Barking and Dagenham","E09000002","Upper tier local authority","2020-04-05",16,244
"Barnet","E09000003","Upper tier local authority","2020-04-05",40,759
"Barnsley","E08000016","Upper tier local authority","2020-04-05",2,242
"Bath and North East Somerset","E06000022","Upper tier local authority","2020-04-05",5,71
"Bedford","E06000055","Upper tier local authority","2020-04-05",5,143
"Bexley","E09000004","Upper tier local authority","2020-04-05",18,311
"Birmingham","E08000025","Upper tier local authority","2020-04-05",70,1504
"Blackburn with Darwen","E06000008","Upper tier local authority","2020-04-05",8,93
"Blackpool","E06000009","Upper tier local authority","2020-04-05",3,92
"Bolton","E08000001","Upper tier local authority","2020-04-05",15,217
"Bournemouth, Christchurch and Poole","E06000058","Upper tier local authority","2020-04-05",12,133
"Bracknell Forest","E06000036","Upper tier local authority","2020-04-05",4,80
"Bradford","E08000032","Upper tier local authority","2020-04-05",28,263
"Brent","E09000005","Upper tier local authority","2020-04-05",37,841
"Brighton and Hove","E06000043","Upper tier local authority","2020-04-05",10,158
"Bristol, City of","E06000023","Upper tier local authority","2020-04-05",14,227
"Bromley","E09000006","Upper tier local authority","2020-04-05",26,584
"Buckinghamshire","E10000002","Upper tier local authority","2020-04-05",13,355
"Bury","E08000002","Upper tier local authority","2020-04-05",15,168
"Calderdale","E08000033","Upper tier local authority","2020-04-05",3,97
"Cambridgeshire","E10000003","Upper tier local authority","2020-04-05",26,298
"Camden","E09000007","Upper tier local authority","2020-04-05",16,340
"Central Bedfordshire","E06000056","Upper tier local authority","2020-04-05",16,190
"Cheshire East","E06000049","Upper tier local authority","2020-04-05",27,248
"Cheshire West and Chester","E06000050","Upper tier local authority","2020-04-05",32,279
"Cornwall and Isles of Scilly","E06000052","Upper tier local authority","2020-04-05",11,208
"County Durham","E06000047","Upper tier local authority","2020-04-05",26,332
"Coventry","E08000026","Upper tier local authority","2020-04-05",10,305
"Croydon","E09000008","Upper tier local authority","2020-04-05",36,777
"Cumbria","E10000006","Upper tier local authority","2020-04-05",79,871
"Darlington","E06000005","Upper tier local authority","2020-04-05",2,55
"Derby","E06000015","Upper tier local authority","2020-04-05",2,302
"Derbyshire","E10000007","Upper tier local authority","2020-04-05",8,570
"Devon","E10000008","Upper tier local authority","2020-04-05",20,271
"Dorset","E06000059","Upper tier local authority","2020-04-05",6,135
"Dudley","E08000027","Upper tier local authority","2020-04-05",20,349
"Ealing","E09000009","Upper tier local authority","2020-04-05",14,552
"East Riding of Yorkshire","E06000011","Upper tier local authority","2020-04-05",10,129
"East Sussex","E10000011","Upper tier local authority","2020-04-05",12,226
"Enfield","E09000010","Upper tier local authority","2020-04-05",12,388
"Essex","E10000012","Upper tier local authority","2020-04-05",53,1133
"Gateshead","E08000037","Upper tier local authority","2020-04-05",20,229
"Gloucestershire","E10000013","Upper tier local authority","2020-04-05",31,410
"Greenwich","E09000011","Upper tier local authority","2020-04-05",21,358
"Hackney","E09000012","Upper tier local authority","2020-04-05",20,390
"Halton","E06000006","Upper tier local authority","2020-04-05",15,124
"Hammersmith and Fulham","E09000013","Upper tier local authority","2020-04-05",10,304
"Hampshire","E10000014","Upper tier local authority","2020-04-05",74,1171
"Haringey","E09000014","Upper tier local authority","2020-04-05",8,322
"Harrow","E09000015","Upper tier local authority","2020-04-05",26,516
"Hartlepool","E06000001","Upper tier local authority","2020-04-05",3,39
"Havering","E09000016","Upper tier local authority","2020-04-05",20,309
"Herefordshire, County of","E06000019","Upper tier local authority","2020-04-05",4,72
"Hertfordshire","E10000015","Upper tier local authority","2020-04-05",62,1069
"Hillingdon","E09000017","Upper tier local authority","2020-04-05",16,390
